carat,cut,color,clarity,depth_prcnt,table_prcnt,length,price
0.46,4,2,3,62.6,58.0,4.88,815
0.29,4,2,1,59.9,56.0,4.35,815
0.37,2,3,7,61.6,55.0,4.62,815
0.29,2,1,7,61.9,56.0,4.22,815
0.31,2,0,7,62.4,54.0,4.35,815
0.31,2,0,7,61.7,54.0,4.38,815
0.37,2,4,6,61.4,55.0,4.64,815
0.37,2,4,6,61.9,54.0,4.63,815
0.37,2,4,6,62.0,53.0,4.63,815
0.31,2,2,6,62.3,54.0,4.38,815
0.31,2,2,6,62.0,55.0,4.33,815
0.29,2,2,6,61.7,55.0,4.25,815
0.4,2,4,4,61.1,57.0,4.74,815
0.29,2,1,1,61.9,57.0,4.25,815
0.38,3,0,2,59.1,58.0,4.77,815
0.32,4,1,7,61.6,54.0,4.43,816
0.34,1,1,5,57.0,61.0,6.65,816
0.32,2,1,7,61.2,56.0,4.39,816
0.32,2,1,7,61.5,56.0,4.43,816
0.32,2,1,7,62.2,53.0,4.39,816
0.39,2,3,5,62.0,57.0,4.68,816
0.34,2,1,4,62.2,54.2,4.44,816
0.4,1,3,5,59.6,63.0,4.77,816
0.31,3,1,4,61.0,60.0,4.37,816
0.31,3,1,4,61.9,56.0,4.37,816
0.4,3,3,2,58.3,62.0,4.86,816
0.31,3,0,5,62.5,52.0,4.4,816
0.31,3,0,5,61.7,58.0,4.37,816
0.34,0,2,5,64.7,55.0,4.52,816
0.34,2,1,5,59.8,56.0,4.55,816
0.31,2,0,5,62.1,55.0,4.38,816
0.31,2,3,6,62.5,57.0,4.31,816
0.31,2,3,6,62.5,55.0,4.33,816
0.31,2,4,1,60.0,57.0,4.39,816
0.31,3,1,7,61.9,58.0,4.35,816
0.31,2,1,7,61.0,56.0,4.39,816
0.39,2,5,4,62.5,54.0,4.67,816
0.31,4,3,6,63.0,58.0,4.29,816
0.31,4,3,6,62.5,57.0,4.3,816
0.31,4,3,6,60.4,59.0,4.37,816
0.31,1,3,6,63.5,57.0,4.3,816
0.31,2,1,7,61.7,56.0,4.33,816
0.31,3,3,6,61.1,58.0,4.32,816
0.31,2,1,7,61.6,57.0,4.33,816
0.31,4,1,7,60.8,55.0,4.38,816
0.31,2,4,1,61.8,56.0,4.36,816
0.31,3,3,6,60.7,58.0,4.37,816
0.31,2,3,6,61.9,55.0,4.3,816
0.31,2,3,6,61.2,56.0,4.34,816
0.31,3,1,7,61.4,58.0,4.33,816
0.31,3,1,7,61.3,60.0,4.33,816
0.31,2,1,7,60.8,57.0,4.36,816
0.31,4,3,6,59.9,62.0,4.35,816
0.31,3,3,6,62.1,59.0,4.34,816
0.31,1,3,6,63.4,57.0,4.32,816
0.31,2,3,6,59.5,56.0,4.41,816
0.31,2,3,6,60.6,57.0,4.38,816
0.31,3,3,6,62.2,59.0,4.3,816
0.31,3,4,1,61.0,58.0,4.34,816
0.31,1,3,6,63.1,56.0,4.33,816
0.31,2,3,6,61.6,56.0,4.35,816
0.31,2,3,6,60.8,56.0,4.36,816
0.31,4,3,6,62.1,59.0,4.32,816
0.31,3,3,6,61.2,59.0,4.32,816
0.31,3,3,6,61.4,58.0,4.32,816
0.31,3,1,7,60.4,59.0,4.34,816
0.31,2,3,6,61.7,57.0,4.34,816
0.31,3,3,6,59.5,60.0,4.39,816
0.31,3,3,6,60.5,60.0,4.33,816
0.31,4,3,6,62.8,53.0,4.34,816
0.31,4,3,6,62.6,61.0,4.28,816
0.31,2,3,6,62.5,54.0,4.33,816
0.31,2,4,1,62.1,54.0,4.33,816
0.31,3,4,1,61.7,58.0,4.33,816
0.31,2,1,7,61.6,55.0,4.35,816
0.31,3,3,6,60.2,59.0,4.38,816
0.31,2,3,6,60.7,57.0,4.37,816
0.31,4,1,7,61.4,60.0,4.34,816
0.39,4,5,7,62.7,58.0,4.65,817
0.36,2,2,7,61.4,56.0,4.58,817
0.25,2,2,6,61.3,58.0,4.04,817
0.38,2,3,4,62.3,55.0,4.63,817
0.36,2,1,4,61.8,56.0,4.55,817
0.3,2,0,4,61.9,54.1,4.28,817
0.37,3,3,4,58.4,59.0,4.76,817
0.43,4,3,4,58.4,60.0,4.95,817
0.38,4,0,5,58.5,59.0,4.76,818
0.43,2,3,2,61.7,55.0,4.89,818
0.41,3,1,3,59.5,62.0,4.84,818
0.41,2,1,3,63.0,57.0,4.73,818
0.41,4,1,3,63.4,58.0,4.75,818
0.41,3,1,3,62.8,58.0,4.73,818
0.41,4,1,3,63.3,56.0,4.73,818
0.41,4,1,3,63.5,55.0,4.73,818
0.41,4,1,3,63.2,58.0,4.72,818
0.41,1,1,3,63.8,57.0,4.75,818
0.41,3,0,3,62.3,61.0,4.75,818
0.41,4,0,3,63.1,54.0,4.75,818
0.41,0,1,3,64.7,55.0,4.7,818
0.37,4,1,4,62.8,55.0,4.61,818
0.37,1,1,4,63.3,56.0,4.58,818
0.4,4,4,4,61.3,59.0,4.79,818
0.34,4,1,7,61.6,58.0,4.5,819
0.34,4,3,6,61.7,56.0,4.49,819
0.34,4,3,6,60.9,57.0,4.53,819
0.36,2,2,4,61.6,56.0,4.62,819
0.3,3,3,7,60.4,60.0,4.34,819
0.3,4,4,6,63.1,54.0,4.34,819
0.3,3,4,6,61.1,61.0,4.3,819
0.3,2,4,6,62.6,56.0,4.28,819
0.3,4,3,7,59.7,63.0,4.37,819
0.3,2,3,7,62.2,54.0,4.33,819
0.3,2,3,7,62.9,55.0,4.31,819
0.3,3,3,7,62.9,58.0,4.29,819
0.3,0,3,7,64.4,58.0,4.21,819
0.4,2,3,4,62.3,57.0,4.68,819
0.37,4,0,4,61.1,58.0,4.66,820
0.35,2,3,7,61.8,55.0,4.53,820
0.39,2,5,6,62.5,53.1,4.68,820
0.33,2,3,6,61.4,55.0,4.46,820
0.33,2,3,6,62.4,56.0,4.41,820
0.4,2,6,2,61.2,56.0,4.77,820
0.33,2,4,1,61.6,55.0,4.44,820
0.4,1,3,4,59.6,61.0,4.8,820
0.27,3,2,1,61.7,57.0,4.21,820
0.36,4,3,4,60.7,57.1,4.57,821
0.32,2,4,6,61.3,57.0,4.41,821
0.31,2,2,4,61.2,56.0,4.4,821
0.31,2,2,4,61.4,55.0,4.39,821
0.31,2,2,1,62.3,57.0,4.25,821
0.4,3,1,3,60.5,59.0,4.78,821
0.34,3,3,4,62.2,55.0,4.52,821
0.36,4,3,6,62.8,57.0,4.52,821
0.39,2,2,5,60.0,57.0,4.7,821
0.39,4,2,5,58.8,59.0,4.8,821
0.36,2,3,7,62.3,56.0,4.53,821
0.39,3,5,6,61.5,59.0,4.67,821
0.39,4,2,5,62.4,58.0,4.61,821
0.39,4,2,5,58.4,62.0,4.76,821
0.36,2,4,6,62.3,56.0,4.54,821
0.36,4,3,7,61.9,58.0,4.54,821
0.4,4,3,4,61.8,58.0,4.69,822
0.38,2,2,5,61.3,57.0,4.65,822
0.33,2,0,5,61.1,56.0,4.5,822
0.41,4,3,4,60.5,56.0,4.83,823
0.39,3,2,2,60.1,59.0,4.77,823
0.37,2,0,2,61.1,57.0,4.63,823
0.4,1,4,7,59.1,61.0,4.79,823
0.42,2,3,4,61.0,56.0,4.82,823
0.42,2,4,7,62.0,57.0,4.79,823
0.33,2,2,7,61.1,55.0,4.46,824
0.33,2,2,7,60.7,57.0,4.48,824
0.33,2,2,7,61.4,57.0,4.43,824
0.36,2,5,6,61.7,56.0,4.59,824
0.41,2,5,4,61.9,55.0,4.79,824
0.41,2,2,2,61.4,56.0,4.77,824
0.41,2,1,2,61.2,55.0,4.8,824
0.31,2,3,4,61.0,56.0,4.4,824
0.34,4,2,7,61.9,57.0,4.48,825
0.34,4,2,7,61.0,56.0,4.51,825
0.36,4,2,4,59.9,58.6,4.62,825
0.36,4,2,4,60.1,59.0,4.62,825
0.4,2,3,5,60.9,58.0,4.76,825
0.45,2,5,4,61.6,54.0,4.95,825
0.45,2,5,4,61.9,54.0,4.95,825
0.45,2,5,4,62.1,55.0,4.9,825
0.32,2,1,4,61.5,55.0,4.43,825
0.32,2,1,4,61.8,56.0,4.4,825
0.32,2,1,4,61.0,54.0,4.44,825
0.32,2,1,4,61.1,55.0,4.44,825
0.32,2,1,4,62.3,54.0,4.37,825
0.28,2,2,1,62.0,53.0,4.23,825
0.3,1,0,6,63.3,61.0,4.21,825
0.37,1,0,4,62.1,54.0,4.67,825
0.42,3,0,5,61.3,58.0,4.8,825
0.34,2,1,7,62.3,55.0,4.49,826
0.3,2,1,6,59.5,60.0,4.36,826
0.3,2,1,6,60.0,60.0,4.37,826
0.3,2,1,6,62.4,55.0,4.32,826
0.3,2,1,6,62.6,54.0,4.28,826
0.3,2,1,6,62.3,55.0,4.29,826
0.4,2,5,4,60.9,56.0,4.76,826
0.3,2,3,1,62.6,54.0,4.3,826
0.34,1,3,7,58.0,61.0,4.56,826
0.32,3,4,2,60.9,60.0,4.4,461
0.32,1,4,2,63.5,57.0,4.34,461
0.32,4,4,2,61.8,56.0,4.4,461
0.32,1,4,2,63.4,55.0,4.36,461
0.28,4,5,4,60.9,57.0,4.22,462
0.26,2,4,4,62.2,55.0,4.06,462
0.28,2,4,4,62.2,54.0,4.19,462
0.23,1,2,7,61.2,62.0,3.95,462
0.25,1,0,7,64.6,56.0,3.97,462
0.23,1,1,6,62.8,62.0,3.9,462
0.31,4,3,2,61.5,59.0,4.34,462
0.31,3,3,2,62.1,58.0,4.33,462
0.31,1,0,3,63.7,58.0,4.27,462
0.31,4,0,3,61.8,60.0,4.33,462
0.31,4,0,3,62.9,54.0,4.3,462
0.31,4,0,3,62.8,53.0,4.35,462
0.31,1,0,3,63.6,54.0,4.31,462
0.31,4,3,2,62.8,55.0,4.32,462
0.31,2,3,2,62.2,55.0,4.36,462
0.31,3,3,2,61.8,60.0,4.32,462
0.31,4,0,3,62.5,55.0,4.3,462
0.31,4,0,3,62.7,59.0,4.3,462
0.31,3,0,3,62.1,59.0,4.31,462
0.31,3,0,3,60.1,58.0,4.38,462
0.31,4,3,2,63.0,58.0,4.3,462
0.31,3,0,3,60.1,60.0,4.38,462
0.31,1,3,2,63.2,54.0,4.31,462
0.31,2,0,3,62.1,57.0,4.32,462
0.31,1,3,2,63.6,57.0,4.29,462
0.31,2,3,2,62.2,55.0,4.35,462
0.31,1,1,6,59.0,59.0,4.4,826
0.51,3,1,0,58.0,60.0,5.29,826
0.4,1,2,5,63.4,54.4,4.68,826
0.31,4,0,6,61.1,56.0,4.35,826
0.38,4,6,1,60.9,61.0,4.66,827
0.33,2,4,7,61.3,56.0,4.43,827
0.28,2,0,7,61.1,55.0,4.23,827
0.4,1,0,5,61.2,62.0,4.7,827
0.41,1,2,4,64.4,57.0,4.67,827
0.41,1,1,4,62.8,58.0,4.67,827
0.35,4,0,2,63.3,57.0,4.53,827
0.35,2,0,2,62.3,55.0,4.56,827
0.35,2,0,2,60.7,57.0,4.57,827
0.35,3,0,2,60.2,57.0,4.61,827
0.35,2,0,2,61.6,57.0,4.55,827
0.35,3,0,2,61.8,59.0,4.56,827
0.35,3,0,2,61.0,60.0,4.58,827
0.35,3,0,2,60.1,61.0,4.59,827
0.35,2,0,2,60.8,55.0,4.59,827
0.35,2,0,2,61.6,55.0,4.56,827
0.35,3,0,2,62.1,58.0,4.54,827
0.35,2,0,2,62.3,55.0,4.54,827
0.35,3,0,2,60.9,58.0,4.55,827
0.35,2,0,2,62.3,57.0,4.52,827
0.35,2,0,2,61.6,56.0,4.53,827
0.35,2,0,2,62.7,56.0,4.51,827
0.35,2,0,2,63.0,57.0,4.52,827
0.35,2,0,2,61.3,57.0,4.57,827
0.38,2,2,3,60.6,56.0,4.73,827
0.5,0,2,0,57.5,66.0,5.3,827
0.41,2,5,7,61.6,57.0,4.76,827
0.41,4,3,5,60.9,61.0,4.74,827
0.41,1,5,7,63.5,57.0,4.72,827
0.41,4,3,5,59.8,61.0,4.78,827
0.32,2,2,6,61.1,56.0,4.42,827
0.41,3,3,5,59.8,58.0,4.8,827
0.41,3,3,5,59.2,58.0,4.8,827
0.41,2,3,5,61.4,54.0,4.77,827
0.41,2,3,5,62.1,57.0,4.72,827
0.41,3,3,5,60.8,59.0,4.78,827
0.41,3,5,7,62.4,60.0,4.7,827
0.41,4,3,5,59.9,59.0,4.82,827
0.41,3,3,5,59.7,59.0,4.81,827
0.41,2,4,4,62.7,56.0,4.73,827
0.41,3,3,5,62.4,58.0,4.72,827
0.41,3,3,5,62.6,58.0,4.71,827
0.41,2,3,5,62.7,56.0,4.71,827
0.41,3,3,5,61.8,59.0,4.72,827
0.41,3,3,5,61.4,59.0,4.75,827
0.41,2,3,5,62.4,55.0,4.73,827
0.41,3,3,5,60.9,58.0,4.8,827
0.41,2,3,5,62.7,55.0,4.75,827
0.41,3,3,5,61.9,59.0,4.73,827
0.41,2,3,5,59.8,57.0,4.81,827
0.41,4,3,5,61.0,56.0,4.81,827
0.41,3,3,5,62.6,59.0,4.73,827
0.41,3,3,5,61.5,58.0,4.8,827
0.41,1,5,7,63.9,55.0,4.71,827
0.41,2,3,5,62.7,56.0,4.74,827
0.41,1,6,1,63.5,54.0,4.7,827
0.41,4,5,7,62.9,58.0,4.71,827
0.41,4,3,5,62.9,59.0,4.7,827
0.41,2,3,5,60.9,57.0,4.79,827
0.41,2,3,5,62.4,54.0,4.78,827
0.41,2,4,4,61.9,56.0,4.75,827
0.41,3,3,5,61.6,58.0,4.73,827
0.41,2,3,5,61.4,55.0,4.75,827
0.41,4,4,4,62.0,56.0,4.74,827
0.41,4,3,5,61.3,57.0,4.76,827
0.41,4,4,4,62.8,59.0,4.73,827
0.41,2,5,7,61.7,56.0,4.77,827
0.41,3,4,4,62.6,60.0,4.75,827
0.41,4,3,5,61.7,61.0,4.7,827
0.41,3,3,5,61.8,58.0,4.75,827
0.41,2,3,5,62.5,56.0,4.72,827
0.41,2,5,7,62.3,56.0,4.73,827
0.41,1,5,7,63.1,56.0,4.72,827
0.41,2,3,5,62.7,56.0,4.72,827
0.41,3,5,7,59.9,58.0,4.81,827
0.41,2,3,5,62.5,54.0,4.75,827
0.41,3,5,7,62.1,58.0,4.76,827
0.41,3,3,5,61.4,59.0,4.75,827
0.41,1,6,1,63.6,54.0,4.72,827
0.41,2,3,5,62.2,57.0,4.71,827
0.34,2,1,4,62.4,54.0,4.45,827
0.32,2,1,6,62.2,55.0,4.37,827
0.32,2,1,6,61.6,56.0,4.37,827
0.41,2,4,4,61.8,56.0,4.77,827
0.36,2,2,7,61.5,55.0,4.59,828
0.31,2,0,7,61.8,54.0,4.36,828
0.31,2,0,7,61.5,56.0,4.39,828
0.32,2,2,6,61.0,56.0,4.42,828
0.33,2,2,6,60.6,59.0,4.45,828
0.31,2,2,6,62.1,54.0,4.35,828
0.31,2,2,6,62.4,55.0,4.33,828
0.31,2,2,6,62.0,55.0,4.34,828
0.44,2,6,5,62.3,54.0,4.89,828
0.39,2,2,5,62.1,53.0,4.73,828
0.32,2,0,5,61.0,56.0,4.41,828
0.4,2,5,4,62.0,54.0,4.72,828
0.36,2,1,4,62.0,55.0,4.58,828
0.47,0,1,2,65.2,59.0,4.75,828
0.28,2,2,1,62.4,55.0,4.2,828
0.28,3,1,7,60.1,59.0,4.26,828
0.28,2,1,6,62.0,56.0,4.23,828
0.28,2,1,7,62.4,56.0,4.2,828
0.28,2,1,7,62.1,56.0,4.21,828
0.28,2,1,7,60.3,57.0,4.25,828
0.28,3,1,6,62.9,52.0,4.21,828
0.28,3,1,6,61.1,60.0,4.21,828
0.28,3,1,6,61.3,60.0,4.21,828
0.32,2,3,4,60.8,57.0,4.42,828
0.32,1,2,5,63.6,57.0,4.37,828
0.32,3,4,7,61.0,58.0,4.44,828
0.32,3,4,7,61.6,55.0,4.44,828
0.32,3,4,7,60.2,60.0,4.48,828
0.32,3,4,7,62.3,58.0,4.37,828
0.32,4,4,7,63.4,56.0,4.37,828
0.32,3,4,7,62.1,58.0,4.39,828
0.32,2,4,7,62.9,57.0,4.39,828
0.32,2,4,7,61.9,55.0,4.39,828
0.32,2,4,7,61.7,56.0,4.42,828
0.32,2,4,7,61.8,55.0,4.42,828
0.32,2,4,7,61.8,55.0,4.42,828
0.32,2,4,7,62.0,55.0,4.42,828
0.32,2,4,7,61.2,56.0,4.43,828
0.32,3,3,4,59.2,59.0,4.47,828
0.32,2,3,4,61.3,55.0,4.46,828
0.32,2,3,4,60.5,56.0,4.44,828
0.32,2,3,4,61.2,56.0,4.44,828
0.32,2,3,4,61.8,55.0,4.45,828
0.32,3,3,4,62.1,56.0,4.43,828
0.32,3,3,4,60.6,60.0,4.44,828
0.32,3,3,4,62.1,55.0,4.44,828
0.32,2,3,4,61.2,56.0,4.45,828
0.32,2,3,4,62.1,55.0,4.42,828
0.32,2,3,4,61.2,57.0,4.43,828
0.32,3,3,4,61.3,62.0,4.42,828
0.32,3,3,4,61.0,59.0,4.43,828
0.32,2,3,4,61.7,55.0,4.43,828
0.32,2,3,4,61.9,55.0,4.43,828
0.32,2,3,4,61.6,57.0,4.42,828
0.32,2,3,4,62.8,54.0,4.41,828
0.32,2,3,4,61.6,56.0,4.42,828
0.32,2,3,4,62.1,55.0,4.41,828
0.32,3,3,4,61.7,58.0,4.41,828
0.32,2,3,4,62.9,57.0,4.4,828
0.32,2,3,4,61.7,55.0,4.41,828
0.32,2,3,4,62.0,56.0,4.41,828
0.32,2,3,4,63.0,55.0,4.38,828
0.32,2,3,4,62.0,56.0,4.39,828
0.32,3,3,4,62.4,58.0,4.4,828
0.32,3,3,4,61.4,58.0,4.4,828
0.32,3,3,4,62.1,58.0,4.39,828
0.32,2,3,4,62.3,54.0,4.39,828
0.32,2,3,4,62.3,56.0,4.39,828
0.32,4,3,4,63.2,55.0,4.39,828
0.32,2,3,4,61.3,57.0,4.4,828
0.32,2,3,4,62.3,55.0,4.4,828
0.32,3,3,4,62.8,58.0,4.39,828
0.32,3,3,4,61.8,60.0,4.36,828
0.32,3,3,4,62.8,59.0,4.37,828
0.32,3,2,5,59.4,58.0,4.48,828
0.32,2,2,5,61.1,57.0,4.47,828
0.32,3,2,5,59.5,61.0,4.46,828
0.32,3,2,5,60.7,58.0,4.45,828
0.32,2,2,5,61.9,56.0,4.44,828
0.32,3,2,5,60.8,58.0,4.44,828
0.32,2,2,5,61.2,56.0,4.44,828
0.32,3,2,5,59.7,59.0,4.44,828
0.32,2,2,5,60.3,55.0,4.45,828
0.32,2,2,5,61.3,56.0,4.43,828
0.32,2,2,5,62.4,55.0,4.43,828
0.32,2,2,5,61.1,57.0,4.44,828
0.32,3,2,5,61.2,59.0,4.42,828
0.32,2,2,5,61.5,56.0,4.42,828
0.32,2,2,5,61.5,55.0,4.42,828
0.32,3,2,5,60.2,59.0,4.43,828
0.32,2,2,5,61.6,57.0,4.43,828
0.32,2,2,5,61.6,55.0,4.43,828
0.32,3,2,5,60.6,59.0,4.44,828
0.32,2,2,5,61.7,55.0,4.41,828
0.32,3,2,5,61.5,58.0,4.42,828
0.32,3,2,5,61.1,58.0,4.42,828
0.32,3,2,5,61.4,60.0,4.42,828
0.32,2,2,5,62.6,55.0,4.41,828
0.32,3,2,5,61.7,58.0,4.41,828
0.32,2,2,5,62.4,54.0,4.4,828
0.32,3,2,5,61.0,61.0,4.41,828
0.32,2,2,5,62.3,56.0,4.4,828
0.32,2,2,5,62.5,56.0,4.38,828
0.32,2,2,5,61.9,56.0,4.39,828
0.32,2,2,5,61.3,57.0,4.4,828
0.32,3,2,5,61.3,60.0,4.4,828
0.32,3,2,5,62.1,59.0,4.41,828
0.32,2,2,5,62.2,55.0,4.37,828
0.32,2,2,5,62.4,56.0,4.37,828
0.32,2,2,5,62.1,57.0,4.38,828
0.32,2,2,5,62.8,57.0,4.36,828
0.32,2,2,5,62.4,57.0,4.38,828
0.32,2,2,5,62.8,53.0,4.38,828
0.32,4,2,5,63.4,57.0,4.36,828
0.32,4,2,5,63.2,58.0,4.35,828
0.3,2,2,5,60.5,56.0,4.37,828
0.32,2,3,4,61.2,56.0,4.43,828
0.32,3,3,4,62.5,60.0,4.35,828
0.32,2,2,5,62.5,56.0,4.4,828
0.44,3,3,5,60.6,58.0,4.9,828
0.4,4,6,1,62.7,60.0,4.64,828
0.4,4,6,1,62.2,61.0,4.68,828
0.4,2,6,1,62.4,56.0,4.71,828
0.33,2,2,6,62.1,56.0,4.43,828
0.4,2,6,1,62.6,56.0,4.71,828
0.32,3,0,5,58.8,59.0,4.52,829
0.44,4,2,2,62.8,59.0,4.88,829
0.42,4,5,2,63.5,54.0,4.76,829
0.33,3,1,5,62.0,60.0,4.46,829
0.32,2,2,7,60.4,57.0,4.46,829
0.33,2,2,6,62.0,59.0,4.42,829
0.41,2,4,4,61.6,57.0,4.77,829
0.42,2,3,3,60.7,57.0,4.87,829
0.34,2,1,5,62.0,56.0,4.48,829
0.34,2,1,5,62.2,57.0,4.46,829
0.47,0,1,2,67.9,56.0,4.84,829
0.35,2,1,4,62.3,56.0,4.5,829
0.35,2,0,5,62.5,55.0,4.5,829
0.35,2,0,5,61.8,56.0,4.51,829
0.35,2,0,5,62.3,55.0,4.52,829
0.35,3,0,5,61.9,58.0,4.51,829
0.35,4,1,4,62.3,60.0,4.5,829
0.35,2,0,5,60.6,56.0,4.54,829
0.35,2,0,5,61.9,55.0,4.5,829
0.35,3,0,5,60.4,58.0,4.53,829
0.35,2,0,5,60.7,56.0,4.56,829
0.35,2,0,5,61.8,55.0,4.53,829
0.35,3,0,5,62.0,58.0,4.54,829
0.35,2,0,5,61.6,56.0,4.53,829
0.35,2,0,5,62.4,57.0,4.51,829
0.35,2,1,4,61.6,57.0,4.5,829
0.35,3,1,4,60.8,58.0,4.55,829
0.35,2,0,5,61.3,56.0,4.54,829
0.35,2,0,5,60.9,57.0,4.51,829
0.35,2,1,4,61.2,56.0,4.53,829
0.35,2,1,4,61.9,56.0,4.51,829
0.35,2,0,5,62.0,55.0,4.47,829
0.45,1,1,2,63.9,57.0,4.81,829
0.35,2,0,5,62.4,55.0,4.48,829
0.35,3,0,5,59.7,58.0,4.57,829
0.35,2,0,5,61.5,56.0,4.53,829
0.31,4,2,6,61.8,59.0,4.33,830
0.35,2,2,7,62.5,56.0,4.51,830
0.42,2,4,4,61.8,55.0,4.82,830
0.3,2,3,1,62.3,52.8,4.29,830
0.3,2,3,1,62.0,54.4,4.3,830
0.46,0,4,5,65.6,58.0,4.8,830
0.41,2,6,4,60.2,57.0,4.85,830
0.41,3,6,4,62.0,55.0,4.77,830
0.41,3,6,4,61.3,59.0,4.78,830
0.41,3,6,4,62.1,58.0,4.79,830
0.41,2,6,4,62.1,56.0,4.79,830
0.41,2,6,4,62.7,57.0,4.75,830
0.41,3,6,4,60.8,61.0,4.79,830
0.41,1,6,4,63.7,56.0,4.71,830
0.41,3,2,3,60.8,58.0,4.83,830
0.45,3,5,3,60.1,59.0,4.96,830
0.39,1,1,5,63.1,56.0,4.63,830
0.43,3,0,2,60.1,58.0,4.89,830
0.43,2,0,2,61.5,56.0,4.82,830
0.43,3,0,2,61.1,59.0,4.83,830
0.43,3,0,2,61.2,58.0,4.83,830
0.3,4,3,1,61.4,59.0,4.27,831
0.45,2,3,2,61.6,54.0,4.96,831
0.38,4,0,2,62.2,53.8,4.65,831
0.3,4,2,6,61.6,59.0,4.29,832
0.3,4,2,6,62.2,56.0,4.28,832
0.39,4,2,5,60.1,56.0,4.77,832
0.36,4,0,4,59.0,57.0,4.71,832
0.38,2,4,7,62.2,54.6,4.62,832
0.38,2,4,7,62.5,53.4,4.63,832
0.38,2,4,7,62.1,53.9,4.64,832
0.38,2,4,7,62.3,53.3,4.65,832
0.38,2,3,4,61.3,55.8,4.65,832
0.44,3,2,3,62.8,60.0,4.86,832
0.33,2,2,7,62.4,56.0,4.41,832
0.41,4,1,5,62.7,58.0,4.68,833
0.35,4,3,1,62.1,56.0,4.54,833
0.37,3,2,4,62.7,51.0,4.65,833
0.42,2,5,2,61.8,55.0,4.81,833
0.41,0,3,7,64.7,56.0,4.68,833
0.37,2,3,5,61.3,57.0,4.64,833
0.37,3,1,2,59.9,59.0,4.7,833
0.37,3,4,4,60.9,60.0,4.63,833
0.37,3,3,5,60.1,59.0,4.68,833
0.37,3,3,5,60.7,57.0,4.69,833
0.37,3,3,5,59.3,60.0,4.71,833
0.37,3,3,5,61.2,57.0,4.63,833
0.37,2,3,5,61.5,56.0,4.64,833
0.37,2,3,5,62.2,57.0,4.64,833
0.37,3,3,5,61.3,60.0,4.63,833
0.37,2,3,5,60.8,57.0,4.66,833
0.31,4,3,2,58.8,62.0,4.39,462
0.31,4,3,2,63.0,56.0,4.3,462
0.31,4,3,2,61.7,55.0,4.37,462
0.31,4,0,3,61.5,60.0,4.31,462
0.31,2,0,3,61.3,56.0,4.36,462
0.31,1,0,3,63.1,54.0,4.33,462
0.31,4,3,2,62.4,55.0,4.31,462
0.31,2,0,3,62.3,56.0,4.35,462
0.31,2,0,3,62.0,56.0,4.33,462
0.31,2,0,3,62.6,57.0,4.27,462
0.31,1,3,2,63.2,57.0,4.27,462
0.31,4,0,3,62.9,59.0,4.28,462
0.31,1,0,3,63.9,57.0,4.28,462
0.31,4,3,2,60.4,58.0,4.39,462
0.31,1,0,3,63.7,55.0,4.32,462
0.31,3,3,2,60.7,60.0,4.34,462
0.31,3,3,2,62.6,58.0,4.29,462
0.31,3,3,2,61.4,58.0,4.31,462
0.31,1,3,2,63.1,59.0,4.29,462
0.31,4,3,2,61.9,56.0,4.34,462
0.27,4,1,4,62.3,54.0,4.17,463
0.33,2,3,3,61.4,54.0,4.44,463
0.33,2,3,3,61.2,56.0,4.48,463
0.33,2,3,3,61.7,55.0,4.46,463
0.33,2,5,2,61.0,57.0,4.45,463
0.33,2,5,2,61.3,56.0,4.44,463
0.33,4,1,3,60.0,59.0,4.47,463
0.33,3,1,3,59.7,58.0,4.48,463
0.33,3,5,5,60.6,58.0,4.44,463
0.33,4,4,2,63.0,56.0,4.41,463
0.37,3,3,5,62.8,60.0,4.59,833
0.37,3,3,5,61.2,60.0,4.63,833
0.37,3,1,2,60.6,54.0,4.68,833
0.37,3,1,2,59.3,58.0,4.75,833
0.37,2,1,2,61.9,56.0,4.6,833
0.37,3,1,2,61.8,58.0,4.64,833
0.37,2,1,2,62.7,54.0,4.6,833
0.38,3,3,4,61.0,58.0,4.67,833
0.38,3,3,4,60.6,58.0,4.64,833
0.38,3,3,4,61.9,59.0,4.63,833
0.38,3,3,4,61.9,58.0,4.62,833
0.38,2,3,4,61.8,56.0,4.64,833
0.38,3,4,7,62.0,58.0,4.62,833
0.38,2,4,7,61.4,57.0,4.63,833
0.38,4,3,4,61.9,56.0,4.63,833
0.38,2,3,4,60.8,56.0,4.66,833
0.44,4,6,7,63.6,58.0,4.8,834
0.32,4,2,6,62.8,60.0,4.32,834
0.41,4,3,5,60.5,56.0,4.81,834
0.32,2,0,7,61.7,57.0,4.39,834
0.38,2,4,2,61.2,56.0,4.68,834
0.39,2,5,5,62.9,57.0,4.68,834
0.39,3,4,2,62.0,60.0,4.71,834
0.39,3,1,3,63.0,61.0,4.65,834
0.41,4,1,4,62.8,56.0,4.72,834
0.41,4,1,4,62.8,60.0,4.72,834
0.3,2,0,4,62.2,56.0,4.31,835
0.3,2,0,4,61.0,57.0,4.32,835
0.35,4,0,7,60.0,58.0,4.57,835
0.41,4,3,5,62.7,60.0,4.71,835
0.38,4,2,4,60.4,60.0,4.7,835
0.36,2,1,4,61.4,54.0,4.59,835
0.36,2,1,4,61.8,54.0,4.56,835
0.36,2,1,4,61.8,55.0,4.58,835
0.6,3,4,0,62.1,62.0,5.33,835
0.35,4,1,6,63.0,59.0,4.44,835
0.3,4,3,1,58.4,62.0,4.4,835
0.34,4,3,6,59.0,62.0,4.56,835
